"Index","Record","Symbol","Description","Location","Mean","Max LRS ?","Max LRS Location","Additive Effect ?","Sample r","&nbsp;&nbsp;N","Sample p(r)","Lit r","Tissue r"
"14629","ILMN_1738539","OPLAH","5-oxoprolinase (ATP-hydrolysing) (OPLAH), mRNA.","ChrUn: 1.000000","7.281","N/A","N/A","N/A","-0.137","145","9.913e-02","0.437","0.518"
"14630","ILMN_1726421","METTL9","methyltransferase like 9 (METTL9), transcript variant 1, mRNA.","ChrUn: 1.000000","7.290","N/A","N/A","N/A","-0.137","145","9.925e-02","0.302","0.487"
"14631","ILMN_1658261","MAPKBP1","mitogen activated protein kinase binding protein 1 (MAPKBP1), mRNA.","Chr15: 39.907042","7.568","N/A","N/A","N/A","-0.137","145","9.927e-02","0.112","-0.458"
"14632","ILMN_1734781","IFNE1","interferon epsilon 1 (IFNE1), mRNA.","Chr9: 21.471279","6.824","N/A","N/A","N/A","0.137","145","9.929e-02","0.345","0.008"
"14633","ILMN_1776632","SYT7","synaptotagmin VII (SYT7), mRNA.","Chr11: 61.040223","6.917","N/A","N/A","N/A","-0.137","145","9.929e-02","--","0.169"
"14634","ILMN_1767827","GRK7","G protein-coupled receptor kinase 7 (GRK7), mRNA.","Chr3: 143.018516","6.807","N/A","N/A","N/A","-0.137","145","9.932e-02","--","--"
"14635","ILMN_1806284","KRT84","keratin 84 (KRT84), mRNA.","Chr12: 51.057911","6.814","N/A","N/A","N/A","0.137","145","9.939e-02","0.154","-0.108"
"14636","ILMN_1797425","DDX55","DEAD (Asp-Glu-Ala-Asp) box polypeptide 55 (DDX55), mRNA.","Chr12: 122.671213","8.956","N/A","N/A","N/A","-0.137","145","9.943e-02","--","0.178"
"14637","ILMN_1696549","BIRC3","baculoviral IAP repeat-containing 3 (BIRC3), transcript variant 1, mRNA.","Chr11: 101.713371","7.418","N/A","N/A","N/A","-0.137","145","9.943e-02","0.320","0.098"
"14638","ILMN_1677823","FLJ10213","hypothetical protein FLJ10213 (FLJ10213), mRNA.","Chr3: 73.195082","7.015","N/A","N/A","N/A","-0.137","145","9.947e-02","--","--"
"14639","ILMN_1683023","PDGFC","platelet derived growth factor C (PDGFC), mRNA.","Chr4: 157.902550","7.187","N/A","N/A","N/A","-0.137","145","9.959e-02","0.448","0.195"
"14640","ILMN_1796629","EDNRA","endothelin receptor type A (EDNRA), mRNA.","Chr4: 148.685486","7.362","N/A","N/A","N/A","-0.137","145","9.973e-02","0.462","0.273"
"14641","ILMN_1679209","HSPA9","heat shock 70kDa protein 9 (mortalin) (HSPA9), nuclear gene encoding mitochondrial protein, mRNA.","Chr5: 137.919148","14.324","N/A","N/A","N/A","-0.137","145","9.975e-02","0.457","0.628"
"14642","ILMN_1697493","WDFY3","WD repeat and FYVE domain containing 3 (WDFY3), transcript variant 2, mRNA.","Chr4: 85.949346","7.403","N/A","N/A","N/A","0.137","145","9.983e-02","--","0.179"
"14643","ILMN_1798790","IL17RC","interleukin 17 receptor C (IL17RC), transcript variant 2, mRNA.","Chr3: 9.950050","7.183","N/A","N/A","N/A","-0.137","145","9.988e-02","0.350","0.393"
"14644","ILMN_1703105","ALKBH3","alkB, alkylation repair homolog 3 (E. coli) (ALKBH3), mRNA.","Chr11: 43.898227","9.929","N/A","N/A","N/A","0.137","145","9.991e-02","0.365","-0.144"
"14645","ILMN_1708534","PAX8","paired box gene 8 (PAX8), transcript variant PAX8A, mRNA.","Chr2: 113.691656","6.963","N/A","N/A","N/A","-0.137","145","1.000e-01","0.392","0.278"
"14646","ILMN_1781479","SUV39H1","suppressor of variegation 3-9 homolog 1 (Drosophila) (SUV39H1), mRNA.","ChrUn: 1.000000","7.674","N/A","N/A","N/A","-0.137","145","1.000e-01","--","-0.308"
"14647","ILMN_1687974","ITGA6","integrin, alpha 6 (ITGA6), mRNA.","Chr2: 173.078962","6.909","N/A","N/A","N/A","-0.137","145","1.001e-01","0.352","0.025"
"14648","ILMN_1813517","DISP2","dispatched homolog 2 (Drosophila) (DISP2), mRNA.","Chr15: 38.450234","7.562","N/A","N/A","N/A","-0.137","145","1.001e-01","--","0.231"
"14649","ILMN_1768491","TBC1D25","TBC1 domain family, member 25 (TBC1D25), mRNA.","ChrUn: 1.000000","6.905","N/A","N/A","N/A","-0.137","145","1.002e-01","--","-0.528"
"14650","ILMN_1718365","C19ORF12","chromosome 19 open reading frame 12 (C19orf12), transcript variant 2, mRNA.","ChrUn: 1.000000","7.100","N/A","N/A","N/A","0.137","145","1.002e-01","--","--"
"14651","ILMN_1692267","B4GALT3","UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 3 (B4GALT3), mRNA.","Chr1: 159.407805","9.143","N/A","N/A","N/A","-0.137","145","1.002e-01","0.248","-0.164"
"14652","ILMN_1686367","HSPA8","heat shock 70kDa protein 8 (HSPA8), transcript variant 1, mRNA.","Chr11: 122.433748","16.782","N/A","N/A","N/A","0.137","145","1.003e-01","0.413","0.425"
"14653","ILMN_1670925","CYB5D1","cytochrome b5 domain containing 1 (CYB5D1), mRNA.","Chr17: 7.706001","8.736","N/A","N/A","N/A","-0.137","145","1.003e-01","--","-0.508"
"14654","ILMN_1725199","HNRPM","heterogeneous nuclear ribonucleoprotein M (HNRPM), transcript variant 1, mRNA.","Chr19: 8.436258","6.975","N/A","N/A","N/A","-0.137","145","1.003e-01","0.428","-0.304"
"14655","ILMN_1709094","LIFR","leukemia inhibitory factor receptor alpha (LIFR), mRNA.","Chr5: 38.511336","7.807","N/A","N/A","N/A","-0.137","145","1.003e-01","0.412","0.201"
"14656","ILMN_1785789","PCDH8","protocadherin 8 (PCDH8), transcript variant 1, mRNA.","Chr13: 52.318076","6.848","N/A","N/A","N/A","0.137","145","1.004e-01","0.290","-0.063"
"14657","ILMN_1801189","CLIP2","CAP-GLY domain containing linker protein 2 (CLIP2), transcript variant 1, mRNA.","ChrUn: 1.000000","6.938","N/A","N/A","N/A","0.137","145","1.004e-01","0.488","0.010"
"14658","ILMN_1652445","RAC1","ras-related C3 botulinum toxin substrate 1 (rho family, small GTP binding protein Rac1) (RAC1), transcript variant Rac1b, mRNA.","Chr7: 6.404819","6.985","N/A","N/A","N/A","-0.137","145","1.005e-01","0.298","0.372"
"14659","ILMN_1721523","B3GNT7","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7 (B3GNT7), mRNA.","Chr2: 231.971833","6.772","N/A","N/A","N/A","0.137","145","1.005e-01","0.347","0.042"
"14660","ILMN_1744733","PER2","period homolog 2 (Drosophila) (PER2), mRNA.","ChrUn: 1.000000","6.854","N/A","N/A","N/A","0.137","145","1.006e-01","0.359","0.232"
"14661","ILMN_1779997","MEIS3","Meis homeobox 3 (MEIS3), transcript variant 2, mRNA.","Chr19: 52.601558","7.112","N/A","N/A","N/A","-0.137","145","1.006e-01","0.194","--"
"14662","ILMN_1690343","IMPDH1","IMP (inosine monophosphate) dehydrogenase 1 (IMPDH1), transcript variant 1, mRNA.","Chr7: 127.837367","6.858","N/A","N/A","N/A","-0.137","145","1.006e-01","0.412","-0.302"
"14663","ILMN_1789240","GBL","G protein beta subunit-like (GBL), mRNA.","Chr16: 2.199197","8.768","N/A","N/A","N/A","-0.137","145","1.007e-01","0.277","-0.145"
"14664","ILMN_1659885","FLJ21963","FLJ21963 protein (FLJ21963), mRNA.","Chr12: 80.173353","7.038","N/A","N/A","N/A","-0.137","145","1.008e-01","--","--"
"14665","ILMN_1679482","TUBA3C","tubulin, alpha 3c (TUBA3C), transcript variant 2, mRNA.","Chr13: 18.646274","6.802","N/A","N/A","N/A","-0.137","145","1.008e-01","--","--"
"14666","ILMN_1653708","CORO1B","coronin, actin binding protein, 1B (CORO1B), transcript variant 2, mRNA.","Chr11: 66.962228","8.589","N/A","N/A","N/A","0.137","145","1.009e-01","0.369","0.181"
"14667","ILMN_1790834","MRPL49","mitochondrial ribosomal protein L49 (MRPL49), nuclear gene encoding mitochondrial protein, mRNA.","Chr11: 64.651122","10.059","N/A","N/A","N/A","0.137","145","1.010e-01","--","0.590"
"14668","ILMN_1795245","MGC42367","similar to 2010300C02Rik protein (MGC42367), mRNA.","ChrUn: 1.000000","7.395","N/A","N/A","N/A","-0.137","145","1.010e-01","--","--"
"14669","ILMN_1812082","FYN","FYN oncogene related to SRC, FGR, YES (FYN), transcript variant 1, mRNA.","Chr6: 112.208511","6.857","N/A","N/A","N/A","-0.137","145","1.010e-01","0.300","-0.178"
"14670","ILMN_1658678","SAAL1","serum amyloid A-like 1 (SAAL1), mRNA.","ChrUn: 1.000000","8.102","N/A","N/A","N/A","0.137","145","1.012e-01","--","-0.376"
"14671","ILMN_1695414","ASF1B","ASF1 anti-silencing function 1 homolog B (S. cerevisiae) (ASF1B), mRNA.","Chr19: 14.091475","6.881","N/A","N/A","N/A","-0.137","145","1.012e-01","0.198","-0.529"
"14672","ILMN_1803485","DCI","dodecenoyl-Coenzyme A delta isomerase (3,2 trans-enoyl-Coenzyme A isomerase) (DCI), nuclear gene encoding mitochondrial protein, mRNA.","Chr16: 2.229953","9.879","N/A","N/A","N/A","0.137","145","1.012e-01","0.478","0.746"
"14673","ILMN_1799607","CECR1","cat eye syndrome chromosome region, candidate 1 (CECR1), transcript variant 1, mRNA.","Chr22: 16.068036","6.962","N/A","N/A","N/A","-0.137","145","1.013e-01","--","--"
"14674","ILMN_1736806","PAG1","phosphoprotein associated with glycosphingolipid microdomains 1 (PAG1), mRNA.","Chr8: 82.047314","7.043","N/A","N/A","N/A","0.137","145","1.013e-01","0.331","-0.022"
"14675","ILMN_1707350","TUSC1","tumor suppressor candidate 1 (TUSC1), mRNA.","ChrUn: 1.000000","7.762","N/A","N/A","N/A","0.137","145","1.013e-01","--","-0.384"
"14676","ILMN_1748057","LASS4","LAG1 homolog, ceramide synthase 4 (S. cerevisiae) (LASS4), mRNA.","Chr19: 8.233033","7.717","N/A","N/A","N/A","0.137","145","1.013e-01","0.306","0.025"
"14677","ILMN_1798327","PAQR9","progestin and adipoQ receptor family member IX (PAQR9), mRNA.","ChrUn: 1.000000","6.958","N/A","N/A","N/A","-0.137","145","1.014e-01","--","0.298"
"14678","ILMN_1774902","DAZ3","deleted in azoospermia 3 (DAZ3), mRNA.","ChrY: 25.329917","6.827","N/A","N/A","N/A","-0.137","145","1.014e-01","--","--"
"14679","ILMN_1726161","PERP","PERP, TP53 apoptosis effector (PERP), mRNA.","Chr6: 138.453890","7.595","N/A","N/A","N/A","-0.137","145","1.016e-01","0.308","0.032"
"14680","ILMN_1660852","ZC3H6","zinc finger CCCH-type containing 6 (ZC3H6), mRNA.","ChrUn: 1.000000","7.079","N/A","N/A","N/A","0.136","145","1.016e-01","--","-0.328"
"14681","ILMN_1776195","TMSB4Y","thymosin, beta 4, Y-linked (TMSB4Y), mRNA.","ChrY: 14.326989","7.123","N/A","N/A","N/A","0.136","145","1.017e-01","--","--"
"14682","ILMN_1676897","HSPA12B","heat shock 70kD protein 12B (HSPA12B), mRNA.","Chr20: 3.681581","7.963","N/A","N/A","N/A","-0.136","145","1.018e-01","0.383","0.289"
"14683","ILMN_1683854","ZNF484","zinc finger protein 484 (ZNF484), transcript variant 1, mRNA.","Chr9: 94.648347","7.328","N/A","N/A","N/A","-0.136","145","1.018e-01","--","--"
"14684","ILMN_1708101","LMNB2","lamin B2 (LMNB2), mRNA.","Chr19: 2.379328","8.566","N/A","N/A","N/A","-0.136","145","1.018e-01","0.336","-0.266"
"14685","ILMN_1761851","CACNA1A","calcium channel, voltage-dependent, P/Q type, alpha 1A subunit (CACNA1A), transcript variant 2, mRNA.","Chr19: 13.179134","7.607","N/A","N/A","N/A","-0.136","145","1.019e-01","0.336","-0.210"
"14686","ILMN_1783873","C10ORF59","chromosome 10 open reading frame 59 (C10orf59), transcript variant 2, mRNA.","Chr10: 90.024536","7.190","N/A","N/A","N/A","-0.136","145","1.019e-01","0.577","--"
"14687","ILMN_1695355","FOXP2","forkhead box P2 (FOXP2), transcript variant 4, mRNA.; last two exons","Chr7: 114.091708","6.942","N/A","N/A","N/A","-0.136","145","1.020e-01","0.545","0.069"
"14688","ILMN_1657429","LOC57228","small trans-membrane and glycosylated protein (LOC57228), transcript variant 2, mRNA.","Chr12: 49.950196","6.842","N/A","N/A","N/A","-0.136","145","1.020e-01","--","--"
"14689","ILMN_1657519","STK35","serine/threonine kinase 35 (STK35), mRNA.","Chr20: 2.076878","9.601","N/A","N/A","N/A","-0.136","145","1.020e-01","--","-0.429"
"14690","ILMN_1751304","CCDC77","coiled-coil domain containing 77 (CCDC77), mRNA.","Chr12: 0.421760","7.018","N/A","N/A","N/A","-0.136","145","1.021e-01","--","-0.496"
"14691","ILMN_1801051","PCDHB8","protocadherin beta 8 (PCDHB8), mRNA.","Chr5: 140.540038","6.850","N/A","N/A","N/A","-0.136","145","1.021e-01","0.240","-0.137"
"14692","ILMN_1657145","MEOX1","mesenchyme homeobox 1 (MEOX1), transcript variant 1, mRNA.","Chr17: 39.073496","6.866","N/A","N/A","N/A","0.136","145","1.024e-01","0.285","0.243"
"14693","ILMN_1665357","EPS15","epidermal growth factor receptor pathway substrate 15 (EPS15), mRNA.","Chr1: 51.592837","9.750","N/A","N/A","N/A","-0.136","145","1.025e-01","0.336","-0.366"
"14694","ILMN_1680748","SPINK5L2","Kazal type serine protease inhibitor 5-like 2 (SPINK5L2), mRNA.","Chr5: 147.529541","6.785","N/A","N/A","N/A","0.136","145","1.025e-01","--","--"
"14695","ILMN_1721765","LOC150763","hypothetical protein LOC150763 (LOC150763), mRNA.","Chr2: 96.052670","6.973","N/A","N/A","N/A","-0.136","145","1.026e-01","0.447","--"
"14696","ILMN_1775871","GPX5","glutathione peroxidase 5 (epididymal androgen-related protein) (GPX5), transcript variant 1, mRNA.","Chr6: 28.607547","6.861","N/A","N/A","N/A","0.136","145","1.026e-01","0.453","0.092"
"14697","ILMN_1807953","PRKCZ","protein kinase C, zeta (PRKCZ), transcript variant 1, mRNA.","Chr1: 1.971945","6.816","N/A","N/A","N/A","-0.136","145","1.026e-01","0.379","0.239"
"14698","ILMN_1722505","DEFB105A","defensin, beta 105A (DEFB105A), mRNA.","Chr8: 7.718349","6.828","N/A","N/A","N/A","0.136","145","1.027e-01","--","--"
"14699","ILMN_1748881","MRAS","muscle RAS oncogene homolog (MRAS), mRNA.","Chr3: 139.606278","8.292","N/A","N/A","N/A","0.136","145","1.027e-01","0.323","0.101"
"14700","ILMN_1665455","DCUN1D3","DCN1, defective in cullin neddylation 1, domain containing 3 (S. cerevisiae) (DCUN1D3), mRNA.","Chr16: 20.777029","8.127","N/A","N/A","N/A","0.136","145","1.027e-01","--","0.127"
"14701","ILMN_1792305","ZNF318","zinc finger protein 318 (ZNF318), mRNA.","Chr6: 43.411924","8.253","N/A","N/A","N/A","-0.136","145","1.028e-01","--","--"
"14702","ILMN_1690034","SOD3","superoxide dismutase 3, extracellular (SOD3), mRNA.","ChrUn: 1.000000","7.002","N/A","N/A","N/A","-0.136","145","1.028e-01","--","0.492"
"14703","ILMN_1676241","BCOR","BCL6 co-repressor (BCOR), transcript variant 2, mRNA.","ChrX: 39.816360","7.145","N/A","N/A","N/A","0.136","145","1.028e-01","0.349","0.035"
"14704","ILMN_1700310","SDCBP2","syndecan binding protein (syntenin) 2 (SDCBP2), transcript variant 1, mRNA.","Chr20: 1.242142","6.967","N/A","N/A","N/A","-0.136","145","1.029e-01","--","-0.069"
"14705","ILMN_1679322","SH2D4A","SH2 domain containing 4A (SH2D4A), mRNA.","Chr8: 19.297477","6.997","N/A","N/A","N/A","-0.136","145","1.029e-01","0.310","0.276"
"14706","ILMN_1717900","ACTL7A","actin-like 7A (ACTL7A), mRNA.","Chr9: 110.665545","6.844","N/A","N/A","N/A","0.136","145","1.029e-01","0.337","-0.549"
"14707","ILMN_1738075","CMIP","c-Maf-inducing protein (CMIP), transcript variant C-mip, mRNA.","Chr16: 80.302617","13.406","N/A","N/A","N/A","-0.136","145","1.029e-01","0.320","0.232"
"14708","ILMN_1655570","GOLPH3L","golgi phosphoprotein 3-like (GOLPH3L), mRNA.","Chr1: 148.885729","8.598","N/A","N/A","N/A","-0.136","145","1.030e-01","--","-0.057"
"14709","ILMN_1754753","IL6R","interleukin 6 receptor (IL6R), transcript variant 2, mRNA.","Chr1: 152.706667","7.013","N/A","N/A","N/A","-0.136","145","1.031e-01","0.415","--"
"14710","ILMN_1771618","FLJ37396","hypothetical protein FLJ37396 (FLJ37396), mRNA.","Chr6: 109.698391","6.950","N/A","N/A","N/A","-0.136","145","1.031e-01","--","--"
"14711","ILMN_1654942","NFIC","nuclear factor I/C (CCAAT-binding transcription factor) (NFIC), transcript variant 1, mRNA.","Chr19: 3.317613","7.149","N/A","N/A","N/A","-0.136","145","1.032e-01","0.341","0.350"
"14712","ILMN_1696167","SYT6","synaptotagmin VI (SYT6), mRNA.","ChrUn: 1.000000","7.243","N/A","N/A","N/A","-0.136","145","1.032e-01","--","-0.212"
"14713","ILMN_1717468","AGL","amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III) (AGL), transcript variant 4, mRNA.","ChrUn: 1.000000","6.932","N/A","N/A","N/A","0.136","145","1.032e-01","0.415","0.213"
"14714","ILMN_1757060","CAMK2D","calcium/calmodulin-dependent protein kinase (CaM kinase) II delta (CAMK2D), transcript variant 4, mRNA.","Chr4: 114.597794","6.760","N/A","N/A","N/A","0.136","145","1.033e-01","0.394","0.010"
"14715","ILMN_1755077","HEBP2","heme binding protein 2 (HEBP2), mRNA.","Chr6: 138.775797","9.739","N/A","N/A","N/A","-0.136","145","1.033e-01","0.257","-0.179"
"14716","ILMN_1735506","CYSLTR1","cysteinyl leukotriene receptor 1 (CYSLTR1), mRNA.","ChrX: 77.415032","6.960","N/A","N/A","N/A","0.136","145","1.033e-01","0.401","0.315"
"14717","ILMN_1751258","NDUFA4","NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 4, 9kDa (NDUFA4), nuclear gene encoding mitochondrial protein, mRNA.","Chr7: 10.939718","18.571","N/A","N/A","N/A","-0.136","145","1.033e-01","0.408","0.603"
"14718","ILMN_1731506","PAX9","paired box gene 9 (PAX9), mRNA.","Chr14: 36.215495","6.900","N/A","N/A","N/A","-0.136","145","1.034e-01","0.362","-0.113"
"14719","ILMN_1739274","PDHB","pyruvate dehydrogenase (lipoamide) beta (PDHB), mRNA.","Chr3: 58.388579","13.667","N/A","N/A","N/A","0.136","145","1.034e-01","--","0.065"
"14720","ILMN_1709257","DSCR6","Down syndrome critical region gene 6 (DSCR6), mRNA.","Chr21: 37.313555","6.988","N/A","N/A","N/A","-0.136","145","1.034e-01","0.219","--"
"14721","ILMN_1768197","ROD1","ROD1 regulator of differentiation 1 (S. pombe) (ROD1), mRNA.","Chr9: 114.021007","8.589","N/A","N/A","N/A","0.136","145","1.035e-01","--","-0.032"
"14722","ILMN_1726025","ASXL1","additional sex combs like 1 (Drosophila) (ASXL1), mRNA.","Chr20: 30.490303","8.478","N/A","N/A","N/A","0.136","145","1.035e-01","0.327","-0.627"
"14723","ILMN_1763843","CAPSL","calcyphosine-like (CAPSL), transcript variant 2, mRNA.","ChrUn: 1.000000","7.100","N/A","N/A","N/A","-0.136","145","1.036e-01","--","-0.420"
"14724","ILMN_1813561","SCIN","scinderin (SCIN), mRNA.","Chr7: 12.658795","7.520","N/A","N/A","N/A","0.136","145","1.036e-01","0.392","0.147"
"14725","ILMN_1725071","CCDC12","coiled-coil domain containing 12 (CCDC12), mRNA.","Chr3: 46.938362","10.230","N/A","N/A","N/A","0.136","145","1.037e-01","--","-0.296"
"14726","ILMN_1709114","MAP3K7IP1","mitogen-activated protein kinase kinase kinase 7 interacting protein 1 (MAP3K7IP1), transcript variant alpha, mRNA.","Chr22: 38.157601","8.264","N/A","N/A","N/A","0.136","145","1.038e-01","--","-0.016"
"14727","ILMN_1808347","CDC45L","CDC45 cell division cycle 45-like (S. cerevisiae) (CDC45L), mRNA.","Chr22: 17.884131","6.807","N/A","N/A","N/A","0.136","145","1.038e-01","0.420","-0.468"
"14728","ILMN_1709164","RUNDC2B","RUN domain containing 2B (RUNDC2B), mRNA.","Chr16: 29.289975","8.376","N/A","N/A","N/A","-0.136","145","1.038e-01","--","--"
"14729","ILMN_1735439","FTHL17","ferritin, heavy polypeptide-like 17 (FTHL17), mRNA.","ChrX: 30.999438","6.837","N/A","N/A","N/A","-0.136","145","1.039e-01","--","-0.075"
"14730","ILMN_1803522","SLMO2","slowmo homolog 2 (Drosophila) (SLMO2), mRNA.","ChrUn: 1.000000","6.994","N/A","N/A","N/A","-0.136","145","1.039e-01","--","0.145"
"14731","ILMN_1738646","LY6K","lymphocyte antigen 6 complex, locus K (LY6K), mRNA.","Chr8: 143.782292","6.838","N/A","N/A","N/A","-0.136","145","1.039e-01","0.318","-0.601"
"14732","ILMN_1701604","TBC1D8B","TBC1 domain family, member 8B (with GRAM domain) (TBC1D8B), transcript variant 1, mRNA.","ChrX: 106.005203","6.939","N/A","N/A","N/A","-0.136","145","1.039e-01","--","0.121"
"14733","ILMN_1771599","PLOD2","procollagen-lysine, 2-oxoglutarate 5-dioxygenase 2 (PLOD2), transcript variant 1, mRNA.","Chr3: 147.270216","9.252","N/A","N/A","N/A","0.136","145","1.039e-01","0.436","0.065"
"14734","ILMN_1736974","SOX12","SRY (sex determining region Y)-box 12 (SOX12), mRNA.","Chr20: 0.258634","7.245","N/A","N/A","N/A","0.136","145","1.040e-01","--","-0.041"
"14735","ILMN_1750664","PPT2","palmitoyl-protein thioesterase 2 (PPT2), transcript variant 2, mRNA.","Chr6: 32.239070","7.537","N/A","N/A","N/A","-0.136","145","1.040e-01","0.259","0.410"
"14736","ILMN_1653443","CDK2","cyclin-dependent kinase 2 (CDK2), transcript variant 1, mRNA.","Chr12: 54.649528","6.903","N/A","N/A","N/A","0.136","145","1.040e-01","0.323","-0.275"
"14737","ILMN_1713803","LOC400566","hypothetical gene supported by AK128660 (LOC400566), mRNA.","ChrUn: 1.000000","7.806","N/A","N/A","N/A","-0.136","145","1.040e-01","--","--"
"14738","ILMN_1747935","GOLGB1","golgi autoantigen, golgin subfamily b, macrogolgin (with transmembrane signal), 1 (GOLGB1), mRNA.","Chr3: 122.865847","8.506","N/A","N/A","N/A","0.136","145","1.041e-01","0.272","0.192"
"14739","ILMN_1771964","GSTA4","glutathione S-transferase A4 (GSTA4), mRNA.","Chr6: 52.950929","9.548","N/A","N/A","N/A","-0.136","145","1.041e-01","0.518","-0.021"
